"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description","date_added_asdate","date_month"
"s7042","Movie","I Am Sun Mu","Adam Sjöberg","","China, South Korea, United States","February 1, 2017",2015,"NR","88 min","Documentaries, International Movies","A North Korean propagandist who escaped to Seoul now creates satirical art about Kim Jong Il's regime and copes with repercussions of his defection.",2017-02-01,"2017-02"
"s7102","TV Show","마녀사냥","","Si-kyung Sung, Se-yoon Yoo, Dong-yup Shin, Ji-woong Heo, Sam Hammington","South Korea","February 19, 2018",2015,"TV-MA","1 Season","International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows","Four Korean celebrity men and guest stars of both genders discuss women, sex and relationships – to an unprecedented degree of openness.",2018-02-19,"2018-02"
"s7269","TV Show","Last","","Kye-sang Yoon, Beom-su Lee, Ye-ji Seo, Won-sang Park, Ye-jin Park, Hyung-jin Gong, Jong-jun Jeong, Se-ha Ahn, Jae-yee Goo, Yong-woo Lee","South Korea","May 22, 2017",2015,"TV-14","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","When his big stock plan fails, a hotshot fund manager winds up homeless and must learn the secret ranking system of the street in order to survive.",2017-05-22,"2017-05"
"s7271","Movie","Last Knights","Kazuaki Kiriya","Clive Owen, Morgan Freeman, Cliff Curtis, Aksel Hennie, Peyman Moaadi, Ayelet Zurer, Shohreh Aghdashloo, Tsuyoshi Ihara, Ahn Sung-kee","United Kingdom, South Korea","August 1, 2019",2015,"R","115 min","Action & Adventure","A nobleman who values his people's well-being over his emperor's edicts is killed. His knights vow revenge.",2019-08-01,"2019-08"
"s7332","TV Show","LoliRock","","Kazumi Evans, Kelly Sheridan, Vincent Tong, Ashleigh Ball, Tabitha St. Germain, Mackenzie Gray, Matt Ellis, James Kirk, Chiara Zanni","South Korea, France"," May 1, 2018",2016,"TV-Y","2 Seasons","Kids' TV","A teenager with a beautiful voice becomes a pop star but discovers she has powers that come from a magical realm where she's a lost princess.",2018-05-01,"2018-05"
"s7349","TV Show","Love Rain","","Keun-suk Jang, Yoon-ah Im, Shi-hoo Kim, Eun-seo Son, In-guk Seo, Bo-ra Hwang, Jin-young Jung, Mi-sook Lee","South Korea","May 1, 2018",2012,"TV-PG","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","A story of two couples' journey of new love, loss and unexpected reunion spans decades, from the 1970s through present day.",2018-05-01,"2018-05"
"s7421","Movie","Master","Ui-seok Jo","Byung-hun Lee, Dong-won Gang, Woo-bin Kim, Ji-won Uhm, Dal-su Oh, Kyung Jin, Gang Dong-won","South Korea","February 1, 2018",2016,"NR","143 min","Action & Adventure, International Movies","Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger.",2018-02-01,"2018-02"
"s7441","Movie","Memoir of a Murderer","Shin-yeon Won","Kyung-gu Seol, Nam-gil Kim, Seol-hyun Kim, Dal-su Oh, Seok-jeong Hwang, In-Gum Jung, Ki-jun Shin, Jin-young Jang, Rina Shin, Hye-yoon Kim","South Korea","February 19, 2018",2017,"TV-MA","118 min","Dramas, International Movies, Thrillers","Hiding his own murderous past, a man suffering from Alzheimer's must protect his daughter from her boyfriend, who he suspects is also a serial killer.",2018-02-19,"2018-02"
"s7481","TV Show","Momo Salon","","Lizzy, Jung-min Park, Sang-hee Lee","South Korea","July 1, 2017",2014,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","An aspiring hair stylist opens her own salon. It turns into a mail-holding hub for busy neighbors, but she seizes the chance to promote her business.",2017-07-01,"2017-07"
"s7597","Movie","Norm of the North: King Sized Adventure","Richard Finn, Tim Maltby","Alan Marriott, Andrew Toth, Brian Dobson, Cole Howard, Jennifer Cameron, Jonathan Holmes, Lee Tockar, Lisa Durupt, Maya Kay, Michael Dobson","United States, India, South Korea, China","September 9, 2019",2019,"TV-PG","90 min","Children & Family Movies, Comedies","Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first.",2019-09-09,"2019-09"
"s7671","Movie","Operation Chromite","John H. Lee","Jung-jae Lee, Beom-su Lee, Liam Neeson, Se-yeon Jin, Jun-ho Jeong, Cheol-min Park","South Korea","January 15, 2018",2016,"NR","111 min","Action & Adventure, Dramas, International Movies","To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses.",2018-01-15,"2018-01"
"s7676","TV Show","Operation Proposal","","Seung-ho Yoo, Eun-bin Park, Kyung-pyo Go, Ye-won Kim, Hyun Jin Lee, Jin-joo Park","South Korea","July 1, 2016",2012,"TV-PG","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","On Yi-seul's wedding day, her friend Baek-ho wishes he could turn back time to tell her he loves her. Soon he gets a chance to change everything.",2016-07-01,"2016-07"
"s7832","Movie","Rampant","Kim Sung-hoon","Hyun Bin, Jang Dong-gun, Jo Woo-jin, Jeong Man-sik, Lee Sun-bin, Kim Eui-sung, Cho Dal-hwan, Seo Ji-hye, Kim Tae-woo, Kim Joo-hyuk","South Korea","May 26, 2019",2018,"TV-MA","122 min","Action & Adventure, Horror Movies, International Movies","When Prince Lee Cheong returns to Joseon after his brother’s death, he finds the kingdom plagued by deadly creatures – but they’re not the only threat.",2019-05-26,"2019-05"
"s7969","TV Show","Secret Affair","","Hee-ae Kim, Ah-in Yoo, Hye-jin Shim, Hyuk-kwon Park, Hye-eun Kim, Soo-jin Kyung, Yong-gun Kim, Chang-wan Kim, Tae-hwan Choi, Kan-hie Lee","South Korea","May 22, 2017",2014,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","A married middle-aged woman is swept off her feet, both romantically and artistically, by a gifted young pianist.",2017-05-22,"2017-05"
"s7970","Movie","Secret in Their Eyes","Billy Ray","Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris, Michael Kelly, Joe Cole, Zoe Graham, Alfred Molina","United States, United Kingdom, Spain, South Korea","April 1, 2018",2015,"PG-13","111 min","Dramas, Thrillers","A former FBI investigator reopens the haunting 13-year-old murder case of his colleague, only to uncover shocking truths hidden since then.",2018-04-01,"2018-04"
"s8095","TV Show","Stone Age","","Samantha Moon, Nancy Kim, Jacqueline Youn, Mike Yantzi, Anna Paik, Matt Anipen, Josh Schwartzentruber","South Korea","July 1, 2019",2017,"TV-Y7","1 Season","Kids' TV, Korean TV Shows","Woody sets out to become the Stone Age's best animal trainer with a little help from his faithful pet dinosaur, Moga.",2019-07-01,"2019-07"
"s8108","TV Show","Strong Girl Bong-soon","","Park Bo-young, Park Hyung-sik, Ji Soo, Shim Hye-jin, Yu Jae-myeong, Jeon Seok-ho, Im Won-hee, Kim Won-hae","South Korea","November 24, 2019",2017,"TV-14","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.",2019-11-24,"2019-11"
"s8118","TV Show","Suits","","Jang Dong-gun, Park Hyung-sik, Jin Hee-kyung, Chae Jung-an, Ko Sung-hee, Choi Guy-hwa, Kim Young-ho, Lee Sang-yi","South Korea","December 1, 2019",2018,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Comedies","A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.",2019-12-01,"2019-12"
"s8126","TV Show","Super Wings","","Luca Padovan, Evan Smolin, Junah Jang, Colin Critchley","United States, South Korea, China","December 1, 2020",2020,"TV-Y","3 Seasons","Kids' TV, Korean TV Shows","A cheerful jet and his transforming pals strive to find peaceful solutions to their problems while delivering packages to children around the globe.",2020-12-01,"2020-12"
"s8187","Movie","The Age of Shadows","Jee-woon Kim","Kang-ho Song, Gong Yoo, Ji-min Han, Tae-goo Eom, Sung-rok Shin, Hee-soon Park, Young-ju Seo, Song Kang-ho","South Korea","January 1, 2018",2016,"TV-MA","140 min","Action & Adventure, Dramas, International Movies","Formerly a Korean resistance fighter, a policeman working for Japan is tasked with tracking down resistance leaders before they acquire explosives.",2018-01-01,"2018-01"
"s8258","TV Show","The Cravings","","Park Hee-bon, Phillip Choi, Hong Wan-pyo, Choi Bae-yeong, Hyuk-kwon Park, Yang Hyeon-min","South Korea"," April 20, 2017",2016,"TV-14","2 Seasons","International TV Shows, Korean TV Shows, TV Comedies","Thirtysomething career woman Jae-yeong attempts to juggle her job and personal relationships, all the while never failing to eat well.",2017-04-20,"2017-04"
"s8331","Movie","The Great Battle","","Zo In-sung, Nam Joo-hyuk, Park Sung-woong, Bae Seong-woo, Seolhyun, Jung Eun-chae, Yu Oh-seong, Sung Dong-il, Oh Dae-whan","South Korea","April 8, 2019",2018,"TV-MA","136 min","Action & Adventure, Dramas, International Movies","In seventh-century Korea, the commander of Ansi Fortress, Yang Man-chun, combats Tang invaders in a retelling of an epic clash against all odds.",2019-04-08,"2019-04"
"s8380","TV Show","The Lady in Dignity","","Hee-seon Kim, Seon-a Kim, Sang-hun Jeong, Tae-im Lee, Ki-woo Lee","South Korea","January 30, 2018",2017,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Dramas","The wife of a corporate heir finds her luxurious life overturned by a mysterious woman who joins the household as a caregiver for her father-in-law.",2018-01-30,"2018-01"
"s8419","Movie","The Mayor","Park In-je","Min-sik Choi, Do-won Kwak, Eun-kyung Shim, So-ri Moon, Mi-ran Ra, Hye-young Ryu, Ki Hong Lee, Sun-gyu Jin, Joo-yeon Lee, Byeong-eun Park","South Korea","September 30, 2017",2017,"TV-MA","130 min","Dramas, International Movies","With the presidency in mind, the incumbent mayor of Seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden.",2017-09-30,"2017-09"
"s8464","Movie","The President's Barber","Chan-sang Lim","Kang-ho Song, So-ri Moon, Jae-eung Lee, Yeong-jin Jo, Byung-ho Son, Yong-soo park, Seung-soo Ryu, Ju-sang Yun, Gyu-su Jeong, Dal-su Oh","South Korea","October 1, 2017",2004,"TV-MA","116 min","Comedies, Dramas, International Movies","The personal barber to the president, as well as his wife and only son, get tangled in the political chaos that gripped South Korea in the late 1900s.",2017-10-01,"2017-10"
"s8468","Movie","The Prison","Na Hyeon","Suk-kyu Han, Rae-won Kim, Kyeong-yeong Lee, Woong-in Jeong, Jae-yun Jo, Sung-rok Shin, Kim Sung-kyun, Kwak Min-ho","South Korea","November 18, 2017",2017,"TV-MA","125 min","Action & Adventure, Dramas, International Movies","A cop-turned-convict discovers a crime syndicate inside a prison lorded over by an inmate crime boss – and joins in on their nightly heists.",2017-11-18,"2017-11"
"s8485","Movie","The Rift: The Dark Side of the Moon","Dejan Zečević","Ken Foree, Katarina Čas, Dragan Mićanović, Monte Markham, Denis Murić, Miroljub Lešo, Sonja Vukićević, Ratko Turčinović, Mick Garris","Serbia, South Korea, Slovenia","February 26, 2018",2016,"TV-MA","92 min","Horror Movies, Independent Movies, Sci-Fi & Fantasy","When a team of special agents is sent to recover the wreckage of a downed satellite in Serbia, their mission takes a horrifying turn.",2018-02-26,"2018-02"
"s8576","TV Show","This Is My Love","","Jin-mo Joo, Sa-rang Kim, Junior, Ja-in Lee, Sung-hyun Baek, So-hui Yoon","South Korea","May 22, 2017",2015,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","A renowned actor who is still pining over the loss of his first real love writes an autobiography about his memories of her, hoping to reconnect.",2017-05-22,"2017-05"
"s8614","Movie","Train to Busan","Sang-ho Yeon","Gong Yoo, Yu-mi Jung, Dong-seok Ma, Soo-an Kim, Woo Shik Choi, Sohee, Eui-sung Kim","South Korea","March 18, 2017",2016,"TV-MA","118 min","Action & Adventure, Horror Movies, International Movies","As a zombie outbreak sweeps the country, a dad and his daughter take a harrowing train journey in an attempt to reach the only city that's still safe.",2017-03-18,"2017-03"
"s8685","TV Show","Vroomiz","","Joon-seok Song, Jeong-hwa Yang, Sang-hyun Um, So-yeong Lee, Jeong-shin Woo, So-yeong Hong, Tae-yeol Jeon","South Korea"," August 1, 2017",2016,"TV-Y","3 Seasons","Kids' TV, Korean TV Shows","For these half-car, half-animal friends, each day in Zippy City is a chance to have fun, be creative and use teamwork to solve difficult problems.",2017-08-01,"2017-08"
"s8798","TV Show","Zak Storm","","Michael Johnston, Jessica Gee-George, Christine Marie Cabanos, Christopher Smith, Max Mittelman, Reba Buhr, Kyle Hebert","United States, France, South Korea, Indonesia","September 13, 2018",2016,"TV-Y7","3 Seasons","Kids' TV","Teen surfer Zak Storm is mysteriously transported to the Bermuda Triangle, where he becomes the captain of a magical ship full of misfits.",2018-09-13,"2018-09"
